"","V1","year","month","week","rank","difference","title","singer","album","like","dif","issue_date"
"227",39,2012,2,2012-02-12,40,"하락","Know Your Name (Feat. Dok2)","박재범","New Breed",11094,-1,20120207
"228",42,2012,2,2012-02-12,43,"하락","사랑시 고백구 행복동","제이세라","Love City",22233,-3,20120112
"229",45,2012,2,2012-02-12,46,"하락","너에게로 간다","원티드","VINTAGE",12941,-11,20120120
"230",46,2012,2,2012-02-12,47,"하락","뉴스 (News)","나인뮤지스","NEWS",14267,-5,20120111
"231",47,2012,2,2012-02-12,48,"상승","러시안룰렛 (Russian Roulette)","스피카","러시안룰렛 (Russian Roulette)",13375,31,20120208
"232",50,2012,2,2012-02-12,51,"동일","달빛이 지고","해오라","해를 품은 달 OST Part.1",7303,0,20120111
"233",51,2012,2,2012-02-12,52,"하락","Falling","박진영","드림하이2 OST Part.1",2137,-21,20120131
"234",52,2012,2,2012-02-12,53,"NEW","Hello To Myself","핫펠트 (HA:TFELT)","드림하이2 OST Part.3",7173,0,20120215
"235",55,2012,2,2012-02-12,56,"하락","호이 호이 (Hoi Hoi)","레인보우 픽시","호이 호이 (Hoi Hoi)",4470,-3,20120112
"236",57,2012,2,2012-02-12,58,"하락","예쁜게 다니","살찐고양이","예쁜게 다니",7323,-14,20120106
"237",61,2012,2,2012-02-12,62,"하락","The DJ Is Mine","원더걸스","The DJ Is Mine",5483,-13,20120112
"238",62,2012,2,2012-02-12,63,"하락","너니까","이현","The Healing Echo",4960,-10,20120102
"239",64,2012,2,2012-02-12,65,"하락","Like You (Feat. 아이유)","원티드","VINTAGE",12765,-21,20120120
"240",65,2012,2,2012-02-12,66,"하락","더위 먹은 갈매기 (Feat. 송은이, 김숙)","유재석","무한도전 나름 가수다",9914,-19,20120107
"241",66,2012,2,2012-02-12,67,"NEW","그 놈 때문에","엠투엠 (M To M)","그 놈 때문에",1453,0,20120215
"242",67,2012,2,2012-02-12,68,"하락","WARRIOR","B.A.P","WARRIOR",12385,-7,20120126
"243",68,2012,2,2012-02-12,69,"하락","마녀가 된 이유","NS 윤지","Neo Spirit",14553,-7,20120105
"244",71,2012,2,2012-02-12,72,"하락","잊어요","영준 (브라운 아이드 소울)","Easy",4538,-16,20120120
"245",72,2012,2,2012-02-12,73,"NEW","하루만 더","쇼콜라","The Second Single Album",1808,0,20120209
"246",75,2012,2,2012-02-12,76,"NEW","가슴 한쪽","하동균","부탁해요 캡틴 OST Part.4",998,0,20120209
"247",78,2012,2,2012-02-12,79,"NEW","너에게 (Original Ver.)","김그림","너에게",2647,0,20120217
"248",79,2012,2,2012-02-12,80,"하락","바보에게 바보가 (Feat. 스컬)","하하","무한도전 나름 가수다",10008,-13,20120107
"249",82,2012,2,2012-02-12,83,"하락","Time Is Up","레드애플","Time Is Up",2333,-26,20120203
"250",84,2012,2,2012-02-12,85,"하락","너 따윈 버리고 (Feat. 타이거 JK)","브라이언","ReBorn Part 1",4247,-17,20120126
"251",85,2012,2,2012-02-12,86,"NEW","WHOZ THAT GIRL","EXID","HOLLA",31451,0,20120216
"252",89,2012,2,2012-02-12,90,"하락","태양의 그림자","엠씨더맥스 (M.C the MAX)","한반도 OST Part.1",2640,-26,20120206
"253",91,2012,2,2012-02-12,92,"NEW","난 걷는다 (With 호중)","Ecobridge","난 걷는다",492,0,20120213
"254",93,2012,2,2012-02-12,94,"NEW","잊었니","이승철","신들의 만찬 OST Part.1",26304,0,20120217
"255",96,2012,2,2012-02-12,97,"하락","아니라는데 (With 이정)","서영은","아니라는데 (With 이정)",847,-31,20120201
"256",0,2012,2,2012-02-19,1,"NEW","Touch","미쓰에이","Touch",18012,0,20120220
"257",2,2012,2,2012-02-19,3,"하락","시간을 거슬러","린","해를 품은 달 OST Part.2",20938,-2,20120117
"258",3,2012,2,2012-02-19,4,"하락","생각날거야","다비치","LOVE CALL (With 다비치)",19781,-2,20120207
"259",4,2012,2,2012-02-19,5,"하락","지독하게","FTISLAND (FT아일랜드)","Grown-Up",37102,-2,20120131
"260",5,2012,2,2012-02-19,6,"상승","니가 필요해 (I Need You)","케이윌","니가 필요해 (I Need You)",49436,5,20120214
"261",6,2012,2,2012-02-19,7,"하락","Lovey-Dovey","티아라","Funky Town",31452,-3,20120103
"262",8,2012,2,2012-02-19,9,"하락","내가 노래를 못해도","SE7EN","Se7en New Mini Album",19078,-4,20120201
"263",10,2012,2,2012-02-19,11,"하락","내가 싫다","케이윌","내가 싫다",14534,-5,20120131
"264",11,2012,2,2012-02-19,12,"하락","베짱이 찬가","써니힐","The Grasshoppers",28004,-3,20120113
"265",12,2012,2,2012-02-19,13,"하락","이럴 줄 알았어","비스트","이럴 줄 알았어",32706,-5,20120126
"266",13,2012,2,2012-02-19,14,"NEW","Falling","존박","Knock",64041,0,20120222
"267",14,2012,2,2012-02-19,15,"상승","난리나","블락비 (Block B)","Welcome to the BLOCK",44374,3,20120202
"268",15,2012,2,2012-02-19,16,"하락","널 사랑하겠어","효린","사랑을 보다 2 OST",32640,-6,20120119
"269",18,2012,2,2012-02-19,19,"하락","Hit U","달샤벳","Hit U",8697,-2,20120127
"270",20,2012,2,2012-02-19,21,"하락","거기서거기 (Without You)","다이나믹 듀오","Dynamicduo 6th Digilog 2/2",59159,-8,20120104
"271",26,2012,2,2012-02-19,27,"상승","잊었니","이승철","신들의 만찬 OST Part.1",26304,68,20120217
"272",29,2012,2,2012-02-19,30,"하락","DIRTY","미료","MIRYO aka JOHONEY",9405,-3,20120201
"273",30,2012,2,2012-02-19,31,"상승","너에게 (Original Ver.)","김그림","너에게",2647,49,20120217
"274",32,2012,2,2012-02-19,33,"하락","눈물길","휘성 (Realslow)","해를 품은 달 OST Part.3",7730,-10,20120126
"275",34,2012,2,2012-02-19,35,"하락","너 없이 사는 것도","용준형","너 없이 사는 것도",14428,-10,20120203
"276",35,2012,2,2012-02-19,36,"하락","문자 (Feat. 백지영)","마리오","문자",7950,-8,20120203
"277",37,2012,2,2012-02-19,38,"NEW","남이 될까봐 (Feat. 제이스 Of 미스에스)","숙희","남이 될까봐",2508,0,20120221
"278",38,2012,2,2012-02-19,39,"상승","Hello To Myself","핫펠트 (HA:TFELT)","드림하이2 OST Part.3",7173,14,20120215
"279",39,2012,2,2012-02-19,40,"하락","키 큰 노총각 이야기","정준하","무한도전 나름 가수다",21448,-8,20120107
"280",40,2012,2,2012-02-19,41,"상승","WHOZ THAT GIRL","EXID","HOLLA",31451,46,20120216
"281",41,2012,2,2012-02-19,42,"하락","그림자","먼데이 키즈 (Monday Kiz)","해를 품은 달 OST Part.4",3746,-13,20120209
"282",44,2012,2,2012-02-19,45,"NEW","눈을 감아도","김보경 (NEON)","눈을 감아도",1426,0,20120217
"283",45,2012,2,2012-02-19,46,"상승","그 놈 때문에","엠투엠 (M To M)","그 놈 때문에",1453,22,20120215
"284",46,2012,2,2012-02-19,47,"NEW","아니기를","이기찬","해를 품은 달 OST Part.5",4578,0,20120223
"285",47,2012,2,2012-02-19,48,"하락","다른 누구도 아닌 너에게","장재인","다른 누구도 아닌 너에게",12858,-11,20120208
"286",49,2012,2,2012-02-19,50,"하락","Know Your Name (Feat. Dok2)","박재범","New Breed",11094,-11,20120207
"287",51,2012,2,2012-02-19,52,"하락","러시안룰렛 (Russian Roulette)","스피카","러시안룰렛 (Russian Roulette)",13375,-5,20120208
"288",55,2012,2,2012-02-19,56,"하락","뉴스 (News)","나인뮤지스","NEWS",14267,-10,20120111
"289",56,2012,2,2012-02-19,57,"하락","사랑시 고백구 행복동","제이세라","Love City",22233,-15,20120112
"290",57,2012,2,2012-02-19,58,"하락","토닥토닥 (With 소향)","하하","토닥토닥",938,-25,20120210
"291",63,2012,2,2012-02-19,64,"하락","The Romantic","투개월","The Romantic OST Part.1",11961,-28,20120210
"292",64,2012,2,2012-02-19,65,"하락","달빛이 지고","해오라","해를 품은 달 OST Part.1",7303,-15,20120111
"293",66,2012,2,2012-02-19,67,"NEW","입 맞추고 싶어요","정엽","The Romantic OST Part.2",6121,0,20120217
"294",67,2012,2,2012-02-19,68,"하락","너에게로 간다","원티드","VINTAGE",12941,-23,20120120
"295",71,2012,2,2012-02-19,72,"하락","호이 호이 (Hoi Hoi)","레인보우 픽시","호이 호이 (Hoi Hoi)",4470,-17,20120112
"296",72,2012,2,2012-02-19,73,"하락","예쁜게 다니","살찐고양이","예쁜게 다니",7323,-16,20120106
"297",74,2012,2,2012-02-19,75,"NEW","나무가 되는 꿈","박지윤","나무가 되는 꿈",3790,0,20120216
"298",76,2012,2,2012-02-19,77,"하락","Falling","박진영","드림하이2 OST Part.1",2137,-26,20120131
"299",79,2012,2,2012-02-19,80,"하락","WARRIOR","B.A.P","WARRIOR",12385,-12,20120126
"300",80,2012,2,2012-02-19,81,"하락","마녀가 된 이유","NS 윤지","Neo Spirit",14553,-12,20120105
"301",81,2012,2,2012-02-19,82,"NEW","사랑한다","써니힐","도롱뇽도사와 그림자 조작단 OST Part.2",1238,0,20120220
"302",82,2012,2,2012-02-19,83,"하락","The DJ Is Mine","원더걸스","The DJ Is Mine",5483,-21,20120112
"303",83,2012,2,2012-02-19,84,"하락","너니까","이현","The Healing Echo",4960,-21,20120102
"304",86,2012,2,2012-02-19,87,"하락","더위 먹은 갈매기 (Feat. 송은이, 김숙)","유재석","무한도전 나름 가수다",9914,-21,20120107
"305",88,2012,2,2012-02-19,89,"NEW","어떡해","정인","일년에 열두남자 OST Part 1",726,0,20120222
"306",90,2012,2,2012-02-19,91,"NEW","Private","J.Lee","Private",477,0,20120214
"307",92,2012,2,2012-02-19,93,"하락","Like You (Feat. 아이유)","원티드","VINTAGE",12765,-28,20120120
"308",95,2012,2,2012-02-19,96,"NEW","나 생각있는 여자야","혜령","나 생각있는 여자야",625,0,20120217
"309",1,2012,3,2012-02-26,2,"하락","Touch","미쓰에이","Touch",18012,-1,20120220
"310",3,2012,3,2012-02-26,4,"하락","시간을 거슬러","린","해를 품은 달 OST Part.2",20938,-1,20120117
"311",4,2012,3,2012-02-26,5,"상승","니가 필요해 (I Need You)","케이윌","니가 필요해 (I Need You)",49436,1,20120214
"312",5,2012,3,2012-02-26,6,"하락","생각날거야","다비치","LOVE CALL (With 다비치)",19781,-2,20120207
"313",7,2012,3,2012-02-26,8,"하락","지독하게","FTISLAND (FT아일랜드)","Grown-Up",37102,-3,20120131
"314",8,2012,3,2012-02-26,9,"상승","Falling","존박","Knock",64041,5,20120222
"315",9,2012,3,2012-02-26,10,"하락","내가 노래를 못해도","SE7EN","Se7en New Mini Album",19078,-1,20120201
"316",10,2012,3,2012-02-26,11,"하락","Lovey-Dovey","티아라","Funky Town",31452,-4,20120103
"317",14,2012,3,2012-02-26,15,"동일","난리나","블락비 (Block B)","Welcome to the BLOCK",44374,0,20120202
"318",15,2012,3,2012-02-26,16,"하락","베짱이 찬가","써니힐","The Grasshoppers",28004,-4,20120113
"319",17,2012,3,2012-02-26,18,"하락","이럴 줄 알았어","비스트","이럴 줄 알았어",32706,-5,20120126
"320",18,2012,3,2012-02-26,19,"하락","내가 싫다","케이윌","내가 싫다",14534,-8,20120131
"321",19,2012,3,2012-02-26,20,"하락","널 사랑하겠어","효린","사랑을 보다 2 OST",32640,-4,20120119
"322",20,2012,3,2012-02-26,21,"NEW","그러고도 남자야 (Feat. 쇼리 Of 마이티마우스)","가비엔제이","그러고도 남자야",2500,0,20120227
"323",24,2012,3,2012-02-26,25,"상승","아니기를","이기찬","해를 품은 달 OST Part.5",4578,22,20120223
"324",25,2012,3,2012-02-26,26,"하락","Hit U","달샤벳","Hit U",8697,-7,20120127
"325",27,2012,3,2012-02-26,28,"하락","거기서거기 (Without You)","다이나믹 듀오","Dynamicduo 6th Digilog 2/2",59159,-7,20120104
"326",32,2012,3,2012-02-26,33,"NEW","너 때문에","제아","샐러리맨 초한지 OST Part.4",1845,0,20120227
"327",38,2012,3,2012-02-26,39,"하락","DIRTY","미료","MIRYO aka JOHONEY",9405,-9,20120201
"328",39,2012,3,2012-02-26,40,"하락","잊었니","이승철","신들의 만찬 OST Part.1",26304,-13,20120217
"329",42,2012,3,2012-02-26,43,"하락","눈물길","휘성 (Realslow)","해를 품은 달 OST Part.3",7730,-10,20120126
"330",44,2012,3,2012-02-26,45,"하락","문자 (Feat. 백지영)","마리오","문자",7950,-9,20120203
"331",47,2012,3,2012-02-26,48,"하락","Hello To Myself","핫펠트 (HA:TFELT)","드림하이2 OST Part.3",7173,-9,20120215
"332",48,2012,3,2012-02-26,49,"하락","WHOZ THAT GIRL","EXID","HOLLA",31451,-8,20120216
"333",49,2012,3,2012-02-26,50,"하락","너 없이 사는 것도","용준형","너 없이 사는 것도",14428,-16,20120203
"334",52,2012,3,2012-02-26,53,"하락","남이 될까봐 (Feat. 제이스 Of 미스에스)","숙희","남이 될까봐",2508,-16,20120221
"335",53,2012,3,2012-02-26,54,"하락","러시안룰렛 (Russian Roulette)","스피카","러시안룰렛 (Russian Roulette)",13375,-2,20120208
"336",54,2012,3,2012-02-26,55,"하락","그림자","먼데이 키즈 (Monday Kiz)","해를 품은 달 OST Part.4",3746,-14,20120209
"337",55,2012,3,2012-02-26,56,"하락","너에게 (Original Ver.)","김그림","너에게",2647,-26,20120217
"338",56,2012,3,2012-02-26,57,"하락","키 큰 노총각 이야기","정준하","무한도전 나름 가수다",21448,-18,20120107
"339",57,2012,3,2012-02-26,58,"하락","Know Your Name (Feat. Dok2)","박재범","New Breed",11094,-8,20120207
"340",62,2012,3,2012-02-26,63,"하락","다른 누구도 아닌 너에게","장재인","다른 누구도 아닌 너에게",12858,-15,20120208
"341",67,2012,3,2012-02-26,68,"하락","뉴스 (News)","나인뮤지스","NEWS",14267,-12,20120111
"342",68,2012,3,2012-02-26,69,"하락","사랑시 고백구 행복동","제이세라","Love City",22233,-12,20120112
"343",69,2012,3,2012-02-26,70,"NEW","아픈 희망","이기찬","드림하이2 OST Part.5",1387,0,20120228
"344",70,2012,3,2012-02-26,71,"하락","그 놈 때문에","엠투엠 (M To M)","그 놈 때문에",1453,-26,20120215
"345",71,2012,3,2012-02-26,72,"하락","눈을 감아도","김보경 (NEON)","눈을 감아도",1426,-28,20120217
"346",75,2012,3,2012-02-26,76,"NEW","Cover Girl (Live Ver.)","인피니트","Second Invasion",13492,0,20120224
"347",76,2012,3,2012-02-26,77,"하락","달빛이 지고","해오라","해를 품은 달 OST Part.1",7303,-12,20120111
"348",79,2012,3,2012-02-26,80,"하락","토닥토닥 (With 소향)","하하","토닥토닥",938,-22,20120210
"349",80,2012,3,2012-02-26,81,"하락","호이 호이 (Hoi Hoi)","레인보우 픽시","호이 호이 (Hoi Hoi)",4470,-9,20120112
"350",81,2012,3,2012-02-26,82,"하락","The Romantic","투개월","The Romantic OST Part.1",11961,-18,20120210
"351",82,2012,3,2012-02-26,83,"하락","너에게로 간다","원티드","VINTAGE",12941,-15,20120120
"352",83,2012,3,2012-02-26,84,"하락","예쁜게 다니","살찐고양이","예쁜게 다니",7323,-11,20120106
"353",88,2012,3,2012-02-26,89,"동일","어떡해","정인","일년에 열두남자 OST Part 1",726,0,20120222
"354",89,2012,3,2012-02-26,90,"NEW","돌아보다","민경훈","돌아보다",3711,0,20120302
"355",90,2012,3,2012-02-26,91,"하락","WARRIOR","B.A.P","WARRIOR",12385,-11,20120126
"356",94,2012,3,2012-02-26,95,"하락","Falling","박진영","드림하이2 OST Part.1",2137,-18,20120131
"357",95,2012,3,2012-02-26,96,"하락","마녀가 된 이유","NS 윤지","Neo Spirit",14553,-15,20120105
"358",98,2012,3,2012-02-26,99,"하락","The DJ Is Mine","원더걸스","The DJ Is Mine",5483,-16,20120112
"359",1,2012,3,2012-03-04,2,"동일","Touch","미쓰에이","Touch",18012,0,20120220
"360",6,2012,3,2012-03-04,7,"하락","시간을 거슬러","린","해를 품은 달 OST Part.2",20938,-3,20120117
"361",7,2012,3,2012-03-04,8,"하락","니가 필요해 (I Need You)","케이윌","니가 필요해 (I Need You)",49436,-3,20120214
"362",8,2012,3,2012-03-04,9,"하락","생각날거야","다비치","LOVE CALL (With 다비치)",19781,-3,20120207
"363",9,2012,3,2012-03-04,10,"하락","Falling","존박","Knock",64041,-1,20120222
"364",10,2012,3,2012-03-04,11,"하락","지독하게","FTISLAND (FT아일랜드)","Grown-Up",37102,-3,20120131
"365",11,2012,3,2012-03-04,12,"하락","내가 노래를 못해도","SE7EN","Se7en New Mini Album",19078,-2,20120201
"366",13,2012,3,2012-03-04,14,"하락","Lovey-Dovey","티아라","Funky Town",31452,-3,20120103
"367",14,2012,3,2012-03-04,15,"NEW","비를 내려줘요","린","비를 내려줘요",3356,0,20120305
"368",16,2012,3,2012-03-04,17,"하락","난리나","블락비 (Block B)","Welcome to the BLOCK",44374,-2,20120202
"369",17,2012,3,2012-03-04,18,"하락","베짱이 찬가","써니힐","The Grasshoppers",28004,-2,20120113
"370",19,2012,3,2012-03-04,20,"하락","이럴 줄 알았어","비스트","이럴 줄 알았어",32706,-2,20120126
"371",21,2012,3,2012-03-04,22,"하락","널 사랑하겠어","효린","사랑을 보다 2 OST",32640,-2,20120119
"372",22,2012,3,2012-03-04,23,"하락","내가 싫다","케이윌","내가 싫다",14534,-4,20120131
"373",25,2012,3,2012-03-04,26,"동일","Hit U","달샤벳","Hit U",8697,0,20120127
"374",27,2012,3,2012-03-04,28,"동일","거기서거기 (Without You)","다이나믹 듀오","Dynamicduo 6th Digilog 2/2",59159,0,20120104
"375",28,2012,3,2012-03-04,29,"하락","그러고도 남자야 (Feat. 쇼리 Of 마이티마우스)","가비엔제이","그러고도 남자야",2500,-8,20120227
"376",31,2012,3,2012-03-04,32,"하락","아니기를","이기찬","해를 품은 달 OST Part.5",4578,-7,20120223
"377",36,2012,3,2012-03-04,37,"상승","돌아보다","민경훈","돌아보다",3711,54,20120302
"378",38,2012,3,2012-03-04,39,"상승","잊었니","이승철","신들의 만찬 OST Part.1",26304,1,20120217
"379",39,2012,3,2012-03-04,40,"하락","DIRTY","미료","MIRYO aka JOHONEY",9405,-1,20120201
"380",42,2012,3,2012-03-04,43,"상승","WHOZ THAT GIRL","EXID","HOLLA",31451,5,20120216
"381",43,2012,3,2012-03-04,44,"동일","문자 (Feat. 백지영)","마리오","문자",7950,0,20120203
"382",44,2012,3,2012-03-04,45,"상승","러시안룰렛 (Russian Roulette)","스피카","러시안룰렛 (Russian Roulette)",13375,9,20120208
"383",48,2012,3,2012-03-04,49,"하락","너 때문에","제아","샐러리맨 초한지 OST Part.4",1845,-17,20120227
"384",49,2012,3,2012-03-04,50,"하락","눈물길","휘성 (Realslow)","해를 품은 달 OST Part.3",7730,-8,20120126
"385",52,2012,3,2012-03-04,53,"NEW","수호","박완규","수호",929,0,20120305
"386",55,2012,3,2012-03-04,56,"NEW","이 노랠 빌려서 (Feat. 이로울 & 아이린)","디셈버","PS. I Love U",5865,0,20120307
"387",56,2012,3,2012-03-04,57,"하락","너 없이 사는 것도","용준형","너 없이 사는 것도",14428,-7,20120203
"388",57,2012,3,2012-03-04,58,"하락","Hello To Myself","핫펠트 (HA:TFELT)","드림하이2 OST Part.3",7173,-11,20120215
